id,title,date,thumbnail,views,likes,dislikes,comments
hSQcxv1gejM,Leo Villareal’s Dazzling Light Sculpture Will Take Your Breath Away | Architectural Digest,2016-02-02T05:00:53.000Z,https://i.ytimg.com/vi/hSQcxv1gejM/default.jpg,"['5596', '91', '2', '2']"
QqS46S5Zkso,Naomi Watts and Liev Schreiber Reveal Their Renovated New York City Apartment | Architectural Digest,2016-02-02T05:00:55.000Z,https://i.ytimg.com/vi/QqS46S5Zkso/default.jpg,"['641400', '2847', '154', '161']"
s4WjAHv99Mg,Inside Khloé and Kourtney Kardashian’s Dream Houses | Celebrity Homes | Architectural Digest,2016-02-03T13:24:54.000Z,https://i.ytimg.com/vi/s4WjAHv99Mg/default.jpg,"['592545', '2837', '330', '87']"
RJURLNZgl2A,Inside AD's Interactive 'Refuge' Exhibit at Art Basel Miami Beach 2015 | Architectural Digest,2016-01-20T23:08:18.000Z,https://i.ytimg.com/vi/RJURLNZgl2A/default.jpg,"['5697', '30', '4', '0']"
kgTud33ixlU,How These AD100 Talents Knew They Had A Career in Design,2016-01-14T19:48:04.000Z,https://i.ytimg.com/vi/kgTud33ixlU/default.jpg,"['1390', '12', '1', '1']"
PA0HVabGJnY,AD100 Talents Admit Their Least Favorite Design Trends,2016-01-14T19:44:54.000Z,https://i.ytimg.com/vi/PA0HVabGJnY/default.jpg,"['1386', '8', '0', '1']"
CqJ8oxpyhco,What You Never Guessed These Designers Had At Home,2016-01-14T19:38:00.000Z,https://i.ytimg.com/vi/CqJ8oxpyhco/default.jpg,"['1133', '6', '1', '0']"
NG-OcHkBFzQ,AD100 Talents Determine Which Design Legend They’d Most Like To Be Trapped With,2016-01-14T19:38:10.000Z,https://i.ytimg.com/vi/NG-OcHkBFzQ/default.jpg,"['680', '7', '0', '0']"
yF20lv4P4Pg,AD100 Designers Reveal Their Guilty Pleasures,2016-01-14T19:30:31.000Z,https://i.ytimg.com/vi/yF20lv4P4Pg/default.jpg,"['898', '6', '0', '0']"
WRPD16ag51I,AD100 Designers Describe Their Dream Projects,2016-01-14T19:11:58.000Z,https://i.ytimg.com/vi/WRPD16ag51I/default.jpg,"['986', '7', '0', '0']"
-gR1jN7y3lA,Our Favorite Designers Reveal Their Wildest Decorating Disasters,2016-01-14T19:08:41.000Z,https://i.ytimg.com/vi/-gR1jN7y3lA/default.jpg,"['1123', '11', '0', '0']"
G6i_IB5gNY4,AD100 Designers List Their Latest Discoveries,2016-01-14T18:21:10.000Z,https://i.ytimg.com/vi/G6i_IB5gNY4/default.jpg,"['778', '4', '0', '0']"
KiKSiaV-ArI,The Connected Home,2015-12-17T18:17:02.000Z,https://i.ytimg.com/vi/KiKSiaV-ArI/default.jpg,"['2734', '26', '1', '0']"
3BWA-km0emM,The Connected Life,2015-12-17T18:12:03.000Z,https://i.ytimg.com/vi/3BWA-km0emM/default.jpg,"['1121', '9', '0', '0']"
AqI88GtA0rY,Look Inside the AD100 Party  at New York’s Whitney Museum,2015-12-15T22:29:26.000Z,https://i.ytimg.com/vi/AqI88GtA0rY/default.jpg,"['1081', '6', '1', '1']"
WWY5JdUV7U0,Meghan Trainor Unveils a Dazzling Holiday Light Installation by Rockwell Group,2015-12-04T19:13:28.000Z,https://i.ytimg.com/vi/WWY5JdUV7U0/default.jpg,"['5744', '75', '2', '1']"
MSVobDEFwWE,AD Kicks Off Art Basel Miami Beach with a Swinging Celebration,2015-12-03T15:34:23.000Z,https://i.ytimg.com/vi/MSVobDEFwWE/default.jpg,"['1101', '10', '0', '0']"
YBezLfbYXXk,"AD Visits Hunt Slonem in His New 30,000-Square-Foot Brooklyn Studio",2015-11-02T23:40:39.000Z,https://i.ytimg.com/vi/YBezLfbYXXk/default.jpg,"['30877', '279', '30', '30']"
9SJnTUPtXYQ,ADVERTISEMENT: Brizo and Architectural Digest Celebrate the 2015 September Style Issue at Jams,2015-10-13T21:00:27.000Z,https://i.ytimg.com/vi/9SJnTUPtXYQ/default.jpg,"['773', '8', '0', '0']"
vPezUhXfnF4,"ADVERTISEMENT: Technology + Design, Coordinating for a Cause",2015-10-13T20:24:17.000Z,https://i.ytimg.com/vi/vPezUhXfnF4/default.jpg,"['1913', '25', '0', '3']"
yKjXPYbf8Zg,Inside Caitlyn Jenner’s Redesigned Home in Malibu | Celebrity Homes | Architectural Digest,2015-09-16T20:34:18.000Z,https://i.ytimg.com/vi/yKjXPYbf8Zg/default.jpg,"['358090', '834', '275', '182']"
kb7vOy9NIjg,Go Behind the Scenes at Ralph Pucci’s Mannequin Exhibition,2015-09-10T20:51:27.000Z,https://i.ytimg.com/vi/kb7vOy9NIjg/default.jpg,"['3115', '26', '1', '0']"
UOFLZ8hePRk,Blake Mycoskie on the Mission Behind Toms,2015-09-08T10:00:39.000Z,https://i.ytimg.com/vi/UOFLZ8hePRk/default.jpg,"['11868', '121', '3', '1']"
Z9Oa0FLiue8,Inside Toms Shoes Founder Blake Mycoskie's Los Angeles Home | Celebrity Homes | Architectural Digest,2015-09-08T10:00:39.000Z,https://i.ytimg.com/vi/Z9Oa0FLiue8/default.jpg,"['255299', '1396', '91', '79']"
Kdx-qhU1WCo,"Inside the U.S. Embassy in Madrid, Spain | Architectural Digest",2015-09-08T10:00:39.000Z,https://i.ytimg.com/vi/Kdx-qhU1WCo/default.jpg,"['131152', '1031', '62', '73']"
UMXc1UWLBs4,Nate Berkus and Jeremiah Brent Reveal What's In Their Closet | Architectural Digest,2015-09-08T10:00:38.000Z,https://i.ytimg.com/vi/UMXc1UWLBs4/default.jpg,"['539058', '3825', '139', '139']"
rRoZhJWY0ys,Nate Berkus and Jeremiah Brent Debate How To Style Their NYC Apartment | Architectural Digest,2015-09-08T10:00:38.000Z,https://i.ytimg.com/vi/rRoZhJWY0ys/default.jpg,"['321663', '2838', '92', '72']"
dG_1bCiY5gU,"ADVERTISEMENT: Marvin Architects Challenge 2015, Part 1",2015-08-21T16:30:39.000Z,https://i.ytimg.com/vi/dG_1bCiY5gU/default.jpg,"['15766', '127', '3', '2']"
wp7LsC6psgc,"ADVERTISEMENT: Marvin Architects Challenge 2015, Part 2",2015-08-21T16:29:33.000Z,https://i.ytimg.com/vi/wp7LsC6psgc/default.jpg,"['4815', '37', '0', '0']"
2p79qY5URJc,AD Celebrates Its 2015 September Style Issue at Jams in New York,2015-08-13T21:59:02.000Z,https://i.ytimg.com/vi/2p79qY5URJc/default.jpg,"['5894', '33', '1', '0']"
baMbABv0B0c,Exclusive Sneak Peek of Ralph Lauren Home’s West Village Collection | Architectural Digest,2015-08-04T21:40:26.000Z,https://i.ytimg.com/vi/baMbABv0B0c/default.jpg,"['268170', '1939', '93', '76']"
i0QWCb6Hfhk,See How Robert Verdi’s Passions for Fashion and Art Have Come Together,2015-08-04T21:29:44.000Z,https://i.ytimg.com/vi/i0QWCb6Hfhk/default.jpg,"['9492', '121', '12', '4']"
UDfEAFHX5u8,2014 AD100: What It Means to Be Named to the AD100,2015-08-04T21:21:26.000Z,https://i.ytimg.com/vi/UDfEAFHX5u8/default.jpg,"['527', '3', '0', '0']"
kbzSf1b6lXQ,AD100 CAREER ADVICE,2015-08-04T21:19:51.000Z,https://i.ytimg.com/vi/kbzSf1b6lXQ/default.jpg,"['910', '19', '0', '0']"
KIsiyei0TkA,AD Innovators - Part 2: Materials & Transformation,2015-08-04T21:18:36.000Z,https://i.ytimg.com/vi/KIsiyei0TkA/default.jpg,"['643', '3', '0', '0']"
UC-PedbMiqU,Alexa Hampton’s Renovation Tips,2015-08-04T21:17:43.000Z,https://i.ytimg.com/vi/UC-PedbMiqU/default.jpg,"['46701', '364', '10', '6']"
hKFsXAkrs5w,AD Innovators - Part 1: Innovation & Inspiration,2015-08-04T21:16:38.000Z,https://i.ytimg.com/vi/hKFsXAkrs5w/default.jpg,"['502', '3', '1', '0']"
lhsUOD63Gjc,Bronson van Wyck Shows How to Arrange Dahlias,2015-08-04T21:15:08.000Z,https://i.ytimg.com/vi/lhsUOD63Gjc/default.jpg,"['19274', '335', '5', '8']"
fopqwtp2iSs,Mixing a Perfect Dark and Stormy,2015-08-04T21:14:15.000Z,https://i.ytimg.com/vi/fopqwtp2iSs/default.jpg,"['1860', '17', '1', '1']"
QCtn8sLNAEw,An Interview with Event Designer Bronson van Wyck,2015-08-04T21:13:17.000Z,https://i.ytimg.com/vi/QCtn8sLNAEw/default.jpg,"['2613', '22', '2', '0']"
YeBejPcOOY8,Bronson van Wyck on Designing AD’s Dinner Honoring the late Bunny Mellon,2015-08-04T21:13:06.000Z,https://i.ytimg.com/vi/YeBejPcOOY8/default.jpg,"['8885', '90', '0', '1']"
6psyYYkE4jo,Margaret Russell on Creating the September 2014 Issue of Architectural Digest,2015-08-04T21:09:16.000Z,https://i.ytimg.com/vi/6psyYYkE4jo/default.jpg,"['5894', '19', '0', '2']"
hb6WRdjK70I,AD Visits Konstantin Kakanias to Talk About his New Fabric Collection with Michael S. Smith,2015-08-04T21:08:46.000Z,https://i.ytimg.com/vi/hb6WRdjK70I/default.jpg,"['1251', '11', '0', '0']"
teyUom7iH8w,Inside Carolina Herrera's Beverly Hills Boutique | Architectural Digest,2015-08-04T21:06:57.000Z,https://i.ytimg.com/vi/teyUom7iH8w/default.jpg,"['140522', '938', '38', '18']"
FD2TeK3gV8k,Margaret Russell in Conversation with Peter Marino and Michael Shvo at Design Miami,2015-08-04T21:05:53.000Z,https://i.ytimg.com/vi/FD2TeK3gV8k/default.jpg,"['5867', '26', '4', '1']"
QVC6zNCQQWA,AD100: Debut Performances,2015-08-04T21:04:37.000Z,https://i.ytimg.com/vi/QVC6zNCQQWA/default.jpg,"['293', '5', '0', '0']"
6x9AKzfBdqQ,AD100: The Highs and Lows of a Design Career,2015-08-04T21:04:07.000Z,https://i.ytimg.com/vi/6x9AKzfBdqQ/default.jpg,"['382', '3', '0', '0']"
Oi-WdPBZLVk,Inside AD100 Designer Jamie Drake's New Apartment in NYC | Celebrity Homes | Architectural Digest,2015-08-04T21:00:52.000Z,https://i.ytimg.com/vi/Oi-WdPBZLVk/default.jpg,"['424592', '2708', '134', '75']"
QOmBkbOP7fY,2012 AD100 - Conversations: How did you begin your career in design?,2015-08-04T20:57:55.000Z,https://i.ytimg.com/vi/QOmBkbOP7fY/default.jpg,"['289', '2', '0', '0']"
OA37ptaokRg,Madeline Stuart’s Inspiration for the 2013 Oscar® Greenroom,2015-08-04T20:56:54.000Z,https://i.ytimg.com/vi/OA37ptaokRg/default.jpg,"['1658', '14', '0', '0']"
Ba4yuJgvGjw,Inside Ralph Rucci's Workshop,2015-08-04T20:49:34.000Z,https://i.ytimg.com/vi/Ba4yuJgvGjw/default.jpg,"['4802', '72', '1', '1']"
uto0NCXZVnI,Tommy Hilfiger Gives a Tour of His Miami Fun House | Architectural Digest,2015-08-04T20:48:38.000Z,https://i.ytimg.com/vi/uto0NCXZVnI/default.jpg,"['1077970', '7600', '641', '346']"
srDfS_Xw8YI,Inside Timothy Corrigan’s Château du Grand-Lucé | Architectural Digest,2015-08-04T20:46:34.000Z,https://i.ytimg.com/vi/srDfS_Xw8YI/default.jpg,"['1064569', '14316', '416', '555']"
qLRs4s2MJt4,Inside John Mellencamp's South Carolina Home | Celebrity Homes | Architectural Digest,2015-08-04T20:40:56.000Z,https://i.ytimg.com/vi/qLRs4s2MJt4/default.jpg,"['58181', '173', '27', '16']"
zvp3UMvIYJk,What Inspires the 2014 AD100?,2015-08-04T20:40:32.000Z,https://i.ytimg.com/vi/zvp3UMvIYJk/default.jpg,"['302', '3', '0', '0']"
5Geyee_agvw,"ADVERTISEMENT: Jenn-Air Master Class Series Best in Show, Architectural Digest Home Design Show 2014",2015-08-04T20:15:26.000Z,https://i.ytimg.com/vi/5Geyee_agvw/default.jpg,"['4515', '30', '2', '0']"
UZ4Q58vZzYc,The Lincoln Reimagine Project,2015-08-04T20:00:00.000Z,https://i.ytimg.com/vi/UZ4Q58vZzYc/default.jpg,"['248', '3', '0', '1']"
8jHpUmEga1g,Behind the Scenes of Ellen Pompeo’s AD Cover Shoot,2015-08-04T19:59:25.000Z,https://i.ytimg.com/vi/8jHpUmEga1g/default.jpg,"['25038', '324', '4', '3']"
OxASmHchjgo,Bette Midler on Her Passion for Rebuilding Community Gardens,2015-08-04T19:56:58.000Z,https://i.ytimg.com/vi/OxASmHchjgo/default.jpg,"['18090', '324', '6', '21']"
SDgi6Bfkrwo,"2014 Marvin Architects Challenge – Part I ""The Winning Design""",2015-08-04T19:55:26.000Z,https://i.ytimg.com/vi/SDgi6Bfkrwo/default.jpg,"['6410', '55', '0', '0']"
Hbhfmy2JdfQ,ADVERTISEMENT: Nourison Carpet at the Architectural Digest Home Design Show,2015-08-04T19:52:18.000Z,https://i.ytimg.com/vi/Hbhfmy2JdfQ/default.jpg,"['501', '3', '1', '0']"
KRZYvN9Hel0,Porsche Profiles in Design Duality – Bunny Lane,2015-08-04T19:49:17.000Z,https://i.ytimg.com/vi/KRZYvN9Hel0/default.jpg,"['21613', '192', '10', '7']"
IOU7RuStrLQ,"ADVERTISEMENT: Porsche Profiles in Design Duality – Bunny Lane, Design Tour",2015-08-04T19:48:46.000Z,https://i.ytimg.com/vi/IOU7RuStrLQ/default.jpg,"['3682', '47', '2', '0']"
Rm9sk99WeXA,"Porsche Profiles in Design Duality – Former Church, Meet the Architect",2015-08-04T19:47:22.000Z,https://i.ytimg.com/vi/Rm9sk99WeXA/default.jpg,"['8125', '63', '5', '2']"
-GuGYGGZ6mM,Find Out What Inspires Set Designer Stefan Beckman,2015-08-04T19:47:08.000Z,https://i.ytimg.com/vi/-GuGYGGZ6mM/default.jpg,"['1109', '22', '0', '0']"
wdpkbA9jqX4,Chefs and Designers Dish About Their Ideal Kitchens,2015-08-04T19:37:47.000Z,https://i.ytimg.com/vi/wdpkbA9jqX4/default.jpg,"['3240', '21', '3', '0']"
2NgMnj--MFI,Jenn-Air: A Focus on Craftsmanship,2015-08-04T19:30:40.000Z,https://i.ytimg.com/vi/2NgMnj--MFI/default.jpg,"['605', '4', '0', '0']"
yRdDKgITAfc,Jenn-Air: Everyday Luxury,2015-08-04T19:29:51.000Z,https://i.ytimg.com/vi/yRdDKgITAfc/default.jpg,"['631', '3', '0', '0']"
jyENIfsaa2Y,Jenn-Air: Timeless Design,2015-08-04T19:29:28.000Z,https://i.ytimg.com/vi/jyENIfsaa2Y/default.jpg,"['527', '4', '0', '0']"
gZlSs2wB6NI,Behind the Scenes at DIFFA’s Dining By Design,2015-08-04T19:25:17.000Z,https://i.ytimg.com/vi/gZlSs2wB6NI/default.jpg,"['618', '7', '1', '0']"
2la6AhrtnQ4,Margaret Russell’s Keynote Speech at the 2015 Architectural Digest Home Design Show,2015-08-04T19:26:20.000Z,https://i.ytimg.com/vi/2la6AhrtnQ4/default.jpg,"['488', '4', '0', '0']"
D5lY3UPRLuc,Highlights from the Architectural Digest Home Design Show,2015-08-04T19:23:35.000Z,https://i.ytimg.com/vi/D5lY3UPRLuc/default.jpg,"['1267', '10', '0', '0']"
zA4Jp5fU924,See How the Striking Tablescapes for DIFFA’s 2015 Dining By Design Event Were Made,2015-08-04T19:19:11.000Z,https://i.ytimg.com/vi/zA4Jp5fU924/default.jpg,"['4702', '44', '1', '0']"
RfHybpJzevc,Hal Rubenstein at the 2015 Architectural Digest Home Design Show,2015-08-04T19:18:12.000Z,https://i.ytimg.com/vi/RfHybpJzevc/default.jpg,"['3839', '24', '1', '0']"
WlCk9lIZo7o,"Digital Wave Study, 2015",2015-08-04T19:00:29.000Z,https://i.ytimg.com/vi/WlCk9lIZo7o/default.jpg,"['563', '9', '0', '0']"
XM9-y6_XkA8,Inside Christopher Spitzmiller’s Hudson Valley Farmhouse | Architectural Digest,2015-08-04T18:57:51.000Z,https://i.ytimg.com/vi/XM9-y6_XkA8/default.jpg,"['73809', '601', '9', '20']"
eJRvijqL8S4,Brian Sawyer’s Video Diary of the English Countryside,2015-08-04T18:22:11.000Z,https://i.ytimg.com/vi/eJRvijqL8S4/default.jpg,"['9593', '93', '0', '0']"
87XWHgl8AmA,Miu Miu Club,2015-08-04T18:20:13.000Z,https://i.ytimg.com/vi/87XWHgl8AmA/default.jpg,"['662', '6', '0', '1']"
87Bl-tdnCrs,David Rockwell’s Design for the 2014 Architectural Digest Greenroom at the Oscars®,2015-08-04T18:17:31.000Z,https://i.ytimg.com/vi/87Bl-tdnCrs/default.jpg,"['15501', '76', '1', '3']"
6VP1SwozzUI,From Dream to Kitchen - Part 2,2015-05-20T22:07:20.000Z,https://i.ytimg.com/vi/6VP1SwozzUI/default.jpg,"['4000', '20', '2', '0']"
qbL9ZPiwDYY,From Dream to Kitchen - Part 1,2015-05-20T22:07:15.000Z,https://i.ytimg.com/vi/qbL9ZPiwDYY/default.jpg,"['3009', '22', '4', '1']"
RC7qqbIYkqk,"AD Visits: Havana, Cuba",2015-04-13T14:54:20.000Z,https://i.ytimg.com/vi/RC7qqbIYkqk/default.jpg,"['22106', '236', '4', '13']"
MFemKK4OmBA,Jenn-Air: Principles of Lighting in the Kitchen,2015-03-12T17:20:38.000Z,https://i.ytimg.com/vi/MFemKK4OmBA/default.jpg,"['1568', '6', '2', '0']"
vfL8O4KCNEM,Behind the Scenes of the 2015 Architectural Digest Oscar® Greenroom,2015-02-21T14:22:14.000Z,https://i.ytimg.com/vi/vfL8O4KCNEM/default.jpg,"['19661', '106', '9', '1']"
8wwON2ll1p0,Inside Neil Patrick Harris's Home That Has a Secret Magic Office | Architectural Digest,2015-02-03T19:03:37.000Z,https://i.ytimg.com/vi/8wwON2ll1p0/default.jpg,"['1955057', '14726', '808', '834']"
0XGUOzPWasA,Neil Patrick Harris on Hosting the Oscars®,2015-02-03T19:01:31.000Z,https://i.ytimg.com/vi/0XGUOzPWasA/default.jpg,"['14598', '53', '1', '1']"
R-LeFMXfFUw,Inside John Legend and Chrissy Teigen’s NYC Home | Architectural Digest,2015-01-07T14:51:08.000Z,https://i.ytimg.com/vi/R-LeFMXfFUw/default.jpg,"['4182319', '25815', '1135', '656']"
Lww2m4HH-OM,Jenn-Air Presents Westedge 2014: Best in Show,2014-12-22T17:34:58.000Z,https://i.ytimg.com/vi/Lww2m4HH-OM/default.jpg,"['2017', '18', '0', '1']"
uJukW1sFTP0,Shell – The Power of Potential,2014-12-15T16:44:45.000Z,https://i.ytimg.com/vi/uJukW1sFTP0/default.jpg,"['903', '18', '1', '0']"
zcrsQfZnvPk,Shell – The Power of Community,2014-12-15T16:40:09.000Z,https://i.ytimg.com/vi/zcrsQfZnvPk/default.jpg,"['739', '9', '0', '1']"
zW0apUZAf9g,Shell – The Power of Innovation,2014-12-15T16:33:09.000Z,https://i.ytimg.com/vi/zW0apUZAf9g/default.jpg,"['2584', '35', '1', '0']"
aNEdFoFeACI,Nest Presents: MAKING A HOUSE A HOME,2014-11-06T15:35:42.000Z,https://i.ytimg.com/vi/aNEdFoFeACI/default.jpg,"['4782', '13', '6', '0']"
PGpU0TsW_5M,Ellen Pompeo Gives a House Tour of Her Home With Martyn Lawrence Bullard | Architectural Digest,2014-10-29T16:00:00.000Z,https://i.ytimg.com/vi/PGpU0TsW_5M/default.jpg,"['4506264', '45180', '781', '724']"
zneQkfVlJP0,Nest Presents: MAKING A HOUSE A HOME,2014-10-29T15:36:06.000Z,https://i.ytimg.com/vi/zneQkfVlJP0/default.jpg,"['5515', '27', '1', '0']"
Z0rM-eyNiDU,Inside Patrick Dempsey's Malibu Home Designed by Frank Gehry | Architectural Digest,2014-10-29T15:35:55.000Z,https://i.ytimg.com/vi/Z0rM-eyNiDU/default.jpg,"['4076675', '46563', '745', '1066']"
87T-tLQzeUI,ADVERTISEMENT: GE Monogram: A Conversation on Craftsmanship,2014-06-30T14:15:38.000Z,https://i.ytimg.com/vi/87T-tLQzeUI/default.jpg,"['2092', '9', '0', '0']"
A0dAl8MRwJU,"ADVERTISEMENT: Brizo, Judd Lord ""Travel + Inspiration: The Virage Collection""",2013-12-10T16:29:54.000Z,https://i.ytimg.com/vi/A0dAl8MRwJU/default.jpg,"['1592', '6', '0', '0']"
9Ruzwr3nlNY,"ADVERTISEMENT: Brizo, John Finton ""Travel + Inspiration: Design with Meaning""",2013-12-10T16:30:19.000Z,https://i.ytimg.com/vi/9Ruzwr3nlNY/default.jpg,"['1455', '9', '0', '0']"
P54P8tY_UkE,Promotion: Finding Inspiration: Travel & Design,2013-11-22T19:58:18.000Z,https://i.ytimg.com/vi/P54P8tY_UkE/default.jpg,"['4699', '41', '2', '0']"
mfZtyZJWbP0,Promotion: Behind the Scenes with the Best in Show Winner of the Marvin,2013-09-20T18:40:16.000Z,https://i.ytimg.com/vi/mfZtyZJWbP0/default.jpg,"['8927', '65', '1', '0']"
0f4LhcrrNK0,Promotion: Best in Show Winner of the Marvin Architect's Challenge,2013-09-04T21:26:28.000Z,https://i.ytimg.com/vi/0f4LhcrrNK0/default.jpg,"['12625', '103', '2', '2']"
hiIogj3JSBc,The Sky Deck at Delta Sky Club - Part 4: The Reveal,2013-08-05T14:46:10.000Z,https://i.ytimg.com/vi/hiIogj3JSBc/default.jpg,"['8552', '35', '1', '2']"
dduz8OKkXcE,Promotion: GE Monogram Opens Design Center in Chicago,2013-07-18T22:25:54.000Z,https://i.ytimg.com/vi/dduz8OKkXcE/default.jpg,"['2493', '16', '1', '0']"
P8OV4ohqzDo,Promotion: The Cultural Wonders of Ottawa,2013-07-11T17:33:54.000Z,https://i.ytimg.com/vi/P8OV4ohqzDo/default.jpg,"['1801', '14', '0', '0']"
mHGns4uyC94,Promotion: Design Destinations of Ontario,2013-07-11T17:34:10.000Z,https://i.ytimg.com/vi/mHGns4uyC94/default.jpg,"['2119', '9', '2', '0']"
qRSGonn6tgM,Aerin Lauder's Debut Home Collection,2015-08-04T21:17:32.000Z,https://i.ytimg.com/vi/qRSGonn6tgM/default.jpg,"['48926', '334', '9', '13']"
59g3V1tLN5o,Master Class Series: Architectural Digest Home Design Show Best in Show: Authenticity in Design,2013-07-09T13:21:38.000Z,https://i.ytimg.com/vi/59g3V1tLN5o/default.jpg,"['3179', '14', '1', '0']"
HBcJ6nPVpwo,Master Class Series: Architectural Digest Home Design Show Best in Show: Modern Meets Classic,2013-07-09T13:21:34.000Z,https://i.ytimg.com/vi/HBcJ6nPVpwo/default.jpg,"['13420', '44', '0', '3']"
TsaFNEhq1yk,Master Class Series: Architectural Digest Home Design Show Taste & Technology Panel,2013-07-09T13:21:26.000Z,https://i.ytimg.com/vi/TsaFNEhq1yk/default.jpg,"['1044', '14', '1', '0']"
7qPV-mYyLSU,Master Class Series: Architectural Digest Home Design Show The New York Times Panel: Color & Texture,2013-07-09T13:21:17.000Z,https://i.ytimg.com/vi/7qPV-mYyLSU/default.jpg,"['36119', '186', '13', '2']"
gBijl-gLKbw,Master Class Series: Architectural Digest Home Design Show The New Casual Luxury Panel,2013-07-09T13:21:11.000Z,https://i.ytimg.com/vi/gBijl-gLKbw/default.jpg,"['1788', '16', '2', '0']"
bP6Ke_7rM2c,Promotion: The Vibrant City of Toronto,2013-07-08T22:08:54.000Z,https://i.ytimg.com/vi/bP6Ke_7rM2c/default.jpg,"['12166', '67', '4', '4']"
4e2BuyyQvLM,Summer Entertaining Ideas from Bronson van Wyck,2013-07-09T13:32:26.000Z,https://i.ytimg.com/vi/4e2BuyyQvLM/default.jpg,"['8999', '39', '3', '4']"
ycRfljAqVl0,Ralph Rucci's Debut Furniture Collection,2013-07-09T13:30:24.000Z,https://i.ytimg.com/vi/ycRfljAqVl0/default.jpg,"['5614', '42', '0', '2']"
eA5shEdJfEg,Katia and Marielle Labèque on Their Love of Italian Design,2013-07-09T13:29:10.000Z,https://i.ytimg.com/vi/eA5shEdJfEg/default.jpg,"['16655', '147', '3', '8']"
IndOeoGVkpU,Inside John Legend and Chrissy Teigen’s Los Angeles Home | Celebrity Homes | Architectural Digest,2013-07-09T13:27:21.000Z,https://i.ytimg.com/vi/IndOeoGVkpU/default.jpg,"['1155017', '6229', '161', '99']"
hG0VW3BOP5Y,Architect Richard Meier reflects on his firm's illustrious 50-year history,2013-07-09T13:25:34.000Z,https://i.ytimg.com/vi/hG0VW3BOP5Y/default.jpg,"['30043', '300', '7', '13']"
fRpJictgIWQ,Decorator Vicente Wolf's Design Process,2013-07-09T13:24:12.000Z,https://i.ytimg.com/vi/fRpJictgIWQ/default.jpg,"['13534', '107', '1', '9']"
ZcBunuEkQkI,Promotion: GE Monogram® Headlines the AD Oasis During Art Basel Miami Beach,2013-05-07T15:58:53.000Z,https://i.ytimg.com/vi/ZcBunuEkQkI/default.jpg,"['819', '6', '1', '1']"
Xz6AcTqSmcg,Promotion: GE Monogram® Beverage Center,2013-05-07T15:58:47.000Z,https://i.ytimg.com/vi/Xz6AcTqSmcg/default.jpg,"['1005', '7', '0', '1']"
d0KK_qDZWXo,Promotion: GE Monogram® Fully Integrated Glass-Door Refrigerator,2013-05-07T15:58:43.000Z,https://i.ytimg.com/vi/d0KK_qDZWXo/default.jpg,"['6036', '21', '3', '1']"
7SmhQcpDGLI,"Promotion: GE Monogram® 36"" Induction Cooktop",2013-05-07T15:58:38.000Z,https://i.ytimg.com/vi/7SmhQcpDGLI/default.jpg,"['3933', '10', '1', '1']"
TsqR7HA0Vpc,Inside Project Runway Judge Nina Garcia’s Manhattan Apartment | Celebrity Homes | Arch Digest,2013-02-13T18:29:59.000Z,https://i.ytimg.com/vi/TsqR7HA0Vpc/default.jpg,"['470271', '2128', '126', '104']"
rA-YUZXlyC4,Nate Berkus Discusses His Approach to Interiors | Interior Design | Architectural Digest,2013-02-01T01:12:32.000Z,https://i.ytimg.com/vi/rA-YUZXlyC4/default.jpg,"['57723', '354', '6', '17']"
jvsxoHOQtzw,The Sky Deck at Delta Sky Club - Part 3: Fixtures & Furnishings,2013-01-17T23:23:20.000Z,https://i.ytimg.com/vi/jvsxoHOQtzw/default.jpg,"['1565', '8', '0', '0']"
r-V71As2FIU,Nate Berkus on Living in New York and Chicago,2013-01-11T21:23:40.000Z,https://i.ytimg.com/vi/r-V71As2FIU/default.jpg,"['30915', '179', '25', '22']"
Mgig8iUXjvg,Inside the 2012 Oscars® Greenroom,2012-11-21T18:36:21.000Z,https://i.ytimg.com/vi/Mgig8iUXjvg/default.jpg,"['1094', -1, -1, -1]"
70fCZ2ZbgX0,Inside the 2011 Oscars® Greenroom,2012-11-21T18:32:51.000Z,https://i.ytimg.com/vi/70fCZ2ZbgX0/default.jpg,"['1148', -1, -1, -1]"
tblyr5qdETY,AD Innovators - Part 3: Design Revolution,2012-11-21T18:28:27.000Z,https://i.ytimg.com/vi/tblyr5qdETY/default.jpg,"['299', -1, -1, -1]"
ItEsaEmkmRk,Inside the 2009 Oscars® Greenroom,2012-11-21T17:43:23.000Z,https://i.ytimg.com/vi/ItEsaEmkmRk/default.jpg,"['945', -1, -1, -1]"
6pOnJh7XlO0,Nate Berkus Renovates His Dream Home in NYC | Celebrity Homes | Architectural Digest,2012-11-12T15:35:41.000Z,https://i.ytimg.com/vi/6pOnJh7XlO0/default.jpg,"['487452', '2861', '92', '68']"
XJk3StA0kog,ADVERTISEMENT: Initial Designs Revealed for the Sky Deck at Delta Sky Club,2012-11-12T15:08:56.000Z,https://i.ytimg.com/vi/XJk3StA0kog/default.jpg,"['2371', '10', '0', '1']"
yXhh98tO_uM,Johns Hopkins Hospital's Artful New Building,2012-11-09T18:06:33.000Z,https://i.ytimg.com/vi/yXhh98tO_uM/default.jpg,"['2773', '9', '1', '2']"
pQhdQo_DtM4,Promotion: Trends Affecting Urban Planning,2012-11-09T18:01:39.000Z,https://i.ytimg.com/vi/pQhdQo_DtM4/default.jpg,"['2860', '25', '0', '1']"
